Trait	nSNP	overall_p	mscomp	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Population	FDR.overall	sig.overall
20002_1331_PanUKBB_PanUKBBR2_1	1661	0.197443124848754	PC12 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1331	Pernicious Anaemia (UKBB)	OTH	427989	1333	429322	Trans-ethnic (CSA,EUR)	0.691050936970639	N
20002_1371_PanUKBB_PanUKBBR2_1	1661	0.220524076125851	PC6 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1371	Sarcoidosis (UKBB)	OTH	419664	809	420473	European (EUR)	0.714484832336759	N
20002_1372_PanUKBB_PanUKBBR2_1	1661	0.067228938448265	PC1 (3e-03)	PanUKBB	2022	PanUKBBR2	20002_1372	Vasculitis (UKBB)	IMD	420305	168	420473	European (EUR)	0.197778156132687	N
20002_1373_PanUKBB_PanUKBBR2_1	1661	0.680914956491624	PC3 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1373	Connective Tissue Disorder (UKBB)	OTH	420300	173	420473	European (EUR)	0.903186464078578	N
20002_1374_PanUKBB_PanUKBBR2_1	1661	0.000774729919130026	PC5 (7e-06)	PanUKBB	2022	PanUKBBR2	20002_1374	Allergy/Hypersensitivity/Anaphylaxis (UKBB)	IMD	417480	2993	420473	European (EUR)	0.00502581203948453	Y
20002_1377_PanUKBB_PanUKBBR2_1	1661	0.018722267107155	PC2 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1377	Polymyalgia Rheumatica (UKBB)	IMD	419588	885	420473	European (EUR)	0.0657879663626419	N
20002_1381_PanUKBB_PanUKBBR2_1	1661	0.302668499350217	PC6 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1381	Systemic Lupus Erythematosis/Sle (UKBB)	IMD	420002	471	420473	European (EUR)	0.530124606911529	N
20002_1382_PanUKBB_PanUKBBR2_1	1661	0.0193185001367859	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1382	Sjogren'S Syndrome/Sicca Syndrome (UKBB)	IMD	420089	384	420473	European (EUR)	0.0669531580083128	N
20002_1384_PanUKBB_PanUKBBR2_1	1661	0.993903670003891	PC10 (4e-01)	PanUKBB	2022	PanUKBBR2	20002_1384	Scleroderma/Systemic Sclerosis (UKBB)	IMD	420346	127	420473	European (EUR)	0.997400733045118	N
20002_1385_PanUKBB_PanUKBBR2_1	1661	0.915292240483366	PC1 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1385	Allergy Or Anaphylactic Reaction To Food (UKBB)	IMD	418598	1875	420473	European (EUR)	0.985671120942309	N
20002_1386_PanUKBB_PanUKBBR2_1	1661	0.432953267853728	PC14 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1386	Allergy Or Anaphylactic Reaction To Drug (UKBB)	IMD	416766	3707	420473	European (EUR)	0.663861677375716	N
20002_1387_PanUKBB_PanUKBBR2_1	1661	1.02980373716877e-39	PC5 (2e-35)	PanUKBB	2022	PanUKBBR2	20002_1387	Hayfever/Allergic Rhinitis (UKBB)	IMD	416137	25091	441228	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	3.72200493576713e-38	Y
20002_1394_PanUKBB_PanUKBBR2_1	1661	0.585955041966358	PC4 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1394	Peripheral Nerve Injury (UKBB)	OTH	420226	247	420473	European (EUR)	0.875681001059984	N
20002_1398_PanUKBB_PanUKBBR2_1	1661	0.378091226290798	PC7 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1398	Pneumonia (UKBB)	INF	414480	5993	420473	European (EUR)	0.834951458058846	N
20002_1400_PanUKBB_PanUKBBR2_1	1661	0.77371711871564	PC3 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1400	Peptic Ulcer (UKBB)	OTH	420060	413	420473	European (EUR)	0.930446498370853	N
20002_1405_PanUKBB_PanUKBBR2_1	1661	0.469162906551336	PC2 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1405	Other Renal/Kidney Problem (UKBB)	OTH	418694	1779	420473	European (EUR)	0.848313945493854	N
20002_1406_PanUKBB_PanUKBBR2_1	1661	0.902561780557422	PC7 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1406	Muscle Or Soft Tissue Injuries (UKBB)	OTH	426244	3078	429322	Trans-ethnic (CSA,EUR)	0.962008846532606	N
20002_1407_PanUKBB_PanUKBBR2_1	1661	0.300856690850176	PC6 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1407	Burns (UKBB)	OTH	420101	372	420473	European (EUR)	0.780373672746314	N
20002_1408_PanUKBB_PanUKBBR2_1	1661	0.0105953902270235	PC5 (3e-03)	PanUKBB	2022	PanUKBBR2	20002_1408	Alcohol Dependency (UKBB)	OTH	419851	622	420473	European (EUR)	0.159452289255456	N
20002_1412_PanUKBB_PanUKBBR2_1	1661	0.995334747652609	PC7 (4e-01)	PanUKBB	2022	PanUKBBR2	20002_1412	Bronchitis (UKBB)	INF	417363	3110	420473	European (EUR)	0.995603465907935	N
20002_1413_PanUKBB_PanUKBBR2_1	1661	0.266217569425269	PC11 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1413	Nasal/Sinus Disorder (UKBB)	OTH	418867	1606	420473	European (EUR)	0.754122807437678	N
20002_1414_PanUKBB_PanUKBBR2_1	1661	0.378927417140595	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1414	Throat Or Larynx Disorder (UKBB)	OTH	420096	377	420473	European (EUR)	0.815714359290842	N
20002_1415_PanUKBB_PanUKBBR2_1	1661	0.275080704148337	PC12 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1415	Ear/Vestibular Disorder (UKBB)	OTH	425595	3727	429322	Trans-ethnic (CSA,EUR)	0.759859376017376	N
20002_1416_PanUKBB_PanUKBBR2_1	1661	0.332050521525035	PC5 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1416	Chronic Sinusitis (UKBB)	INF	417849	2624	420473	European (EUR)	0.834951458058846	N
20002_1417_PanUKBB_PanUKBBR2_1	1661	7.62494385718578e-13	PC5 (3e-16)	PanUKBB	2022	PanUKBBR2	20002_1417	Nasal Polyps (UKBB)	IMD	418630	1843	420473	European (EUR)	1.07172821992667e-11	Y
20002_1419_PanUKBB_PanUKBBR2_1	1661	0.703786550180442	PC1 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1419	Vocal Cord Polyp (UKBB)	OTH	420301	172	420473	European (EUR)	0.912330374709464	N
20002_1420_PanUKBB_PanUKBBR2_1	1661	0.307190085976116	PC3 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1420	Otosclerosis (UKBB)	OTH	420270	203	420473	European (EUR)	0.78202703309266	N
20002_1421_PanUKBB_PanUKBBR2_1	1661	0.245577108781881	PC10 (5e-03)	PanUKBB	2022	PanUKBBR2	20002_1421	Meniere'S Disease (UKBB)	OTH	419253	1220	420473	European (EUR)	0.740623216596874	N
20002_1425_PanUKBB_PanUKBBR2_1	1661	0.0809379987310726	PC6 (6e-03)	PanUKBB	2022	PanUKBBR2	20002_1425	Cerebral Aneurysm (UKBB)	OTH	420187	286	420473	European (EUR)	0.481434313695706	N
20002_1427_PanUKBB_PanUKBBR2_1	1661	0.106433072422976	PC11 (7e-04)	PanUKBB	2022	PanUKBBR2	20002_1427	Polycystic Kidney (UKBB)	OTH	420190	283	420473	European (EUR)	0.553039046211294	N
20002_1428_PanUKBB_PanUKBBR2_1	1661	0.270756870395795	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1428	Thyroiditis (UKBB)	IMD	420272	201	420473	European (EUR)	0.508635394029074	N
20002_1430_PanUKBB_PanUKBBR2_1	1661	0.110495995074556	PC8 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1430	Hypopituitarism (UKBB)	OTH	420326	147	420473	European (EUR)	0.559851455018832	N
20002_1433_PanUKBB_PanUKBBR2_1	1661	0.4898021653274	PC2 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1433	Cerebral Palsy (UKBB)	PSD	420330	143	420473	European (EUR)	0.903151862786695	N
20002_1434_PanUKBB_PanUKBBR2_1	1661	0.568155752989731	PC9 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1434	Other Neurological Problem (UKBB)	PSD	418733	1740	420473	European (EUR)	0.924034939814921	N
20002_1435_PanUKBB_PanUKBBR2_1	1661	0.737221720666996	PC14 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1435	Optic Neuritis (UKBB)	IMD	420342	131	420473	European (EUR)	0.879797619475236	N
20002_1436_PanUKBB_PanUKBBR2_1	1661	0.241882668311396	PC5 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1436	Headaches (Not Migraine) (UKBB)	OTH	432272	3674	435946	Trans-ethnic (AFR,CSA,EUR)	0.734606622279055	N
20002_1437_PanUKBB_PanUKBBR2_1	1661	0.170667403783327	PC10 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1437	Myasthenia Gravis (UKBB)	IMD	420357	116	420473	European (EUR)	0.37876186979984	N
20002_1438_PanUKBB_PanUKBBR2_1	1661	0.00924065854287906	PC8 (3e-05)	PanUKBB	2022	PanUKBBR2	20002_1438	Polycythaemia Vera (UKBB)	CAN	420310	163	420473	European (EUR)	0.124575590157353	N
20002_1439_PanUKBB_PanUKBBR2_1	1661	0.923988001117051	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1439	Hiv/Aids (UKBB)	INF	420173	300	420473	European (EUR)	0.97671900412642	N
20002_1440_PanUKBB_PanUKBBR2_1	1661	0.39253191143289	PC3 (5e-03)	PanUKBB	2022	PanUKBBR2	20002_1440	Tuberculosis (Tb) (UKBB)	INF	427159	2163	429322	Trans-ethnic (CSA,EUR)	0.857161291992889	N
20002_1441_PanUKBB_PanUKBBR2_1	1661	0.475073115850088	PC10 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1441	Malaria (UKBB)	INF	419990	483	420473	European (EUR)	0.857161291992889	N
20002_1442_PanUKBB_PanUKBBR2_1	1661	0.779224085399378	PC12 (6e-02)	PanUKBB	2022	PanUKBBR2	20002_1442	Helicobacter Pylori (UKBB)	INF	419326	1147	420473	European (EUR)	0.928064641037462	N
20002_1445_PanUKBB_PanUKBBR2_1	1661	0.629969750357422	PC6 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1445	Clotting Disorder/Excessive Bleeding (UKBB)	OTH	420084	389	420473	European (EUR)	0.887392496414474	N
20002_1446_PanUKBB_PanUKBBR2_1	1661	0.0101377663835021	PC6 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1446	Anaemia (UKBB)	OTH	419766	707	420473	European (EUR)	0.157272375787303	N
20002_1448_PanUKBB_PanUKBBR2_1	1661	0.0158302368189705	PC2 (7e-03)	PanUKBB	2022	PanUKBBR2	20002_1448	neutropenia/lymphopenia (UKBB)	IMD	420362	111	420473	European (EUR)	0.0588977928705814	N
20002_1451_PanUKBB_PanUKBBR2_1	1661	7.69678055871604e-05	PC2 (6e-05)	PanUKBB	2022	PanUKBBR2	20002_1451	Hereditary/Genetic Haematological Disorder (UKBB)	OTH	420107	366	420473	European (EUR)	0.00441795204070301	Y
20002_1452_PanUKBB_PanUKBBR2_1	1661	0.00507981586869476	PC5 (1e-04)	PanUKBB	2022	PanUKBBR2	20002_1452	Eczema/Dermatitis (UKBB)	IMD	427501	11152	438653	Trans-ethnic (AFR,CSA,EAS,EUR)	0.0247130406470396	N
20002_1453_PanUKBB_PanUKBBR2_1	1661	0.109962160886395	PC11 (8e-03)	PanUKBB	2022	PanUKBBR2	20002_1453	Psoriasis (UKBB)	IMD	424412	4898	429310	Trans-ethnic (CSA,EUR)	0.273304365845301	N
20002_1454_PanUKBB_PanUKBBR2_1	1661	0.710359765291016	PC14 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1454	Blistering/Desquamating Skin Disorder (UKBB)	IMD	419809	664	420473	European (EUR)	0.862566318499921	N
20002_1455_PanUKBB_PanUKBBR2_1	1661	0.586584224577637	PC13 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1455	Chronic Skin Ulcers (UKBB)	OTH	420341	132	420473	European (EUR)	0.875681001059984	N
20002_1456_PanUKBB_PanUKBBR2_1	1661	0.204254900159399	PC5 (1e-03)	PanUKBB	2022	PanUKBBR2	20002_1456	Malabsorption/Coeliac Disease (UKBB)	IMD	418634	1827	420461	European (EUR)	0.423245375170877	N
20002_1457_PanUKBB_PanUKBBR2_1	1661	0.332192399492551	PC12 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1457	Duodenal Ulcer (UKBB)	OTH	418764	1709	420473	European (EUR)	0.797240087814651	N
20002_1458_PanUKBB_PanUKBBR2_1	1661	0.014630230878319	PC3 (3e-03)	PanUKBB	2022	PanUKBBR2	20002_1458	Diverticular Disease/Diverticulitis (UKBB)	IMD	415692	4781	420473	European (EUR)	0.0552454986897717	N
20002_1459_PanUKBB_PanUKBBR2_1	1661	0.986806264149052	PC1 (3e-01)	PanUKBB	2022	PanUKBBR2	20002_1459	Colitis/Not Crohns Or Ulcerative Colitis (UKBB)	IMD	419384	1089	420473	European (EUR)	0.997400733045118	N
20002_1460_PanUKBB_PanUKBBR2_1	1661	0.623964912247524	PC3 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1460	Rectal Or Colon Adenoma/Polyps (UKBB)	OTH	419206	1267	420473	European (EUR)	0.887392496414474	N
20002_1461_PanUKBB_PanUKBBR2_1	1661	0.00591476665003253	PC8 (1e-04)	PanUKBB	2022	PanUKBBR2	20002_1461	Inflammatory Bowel Disease (UKBB)	IMD	420314	159	420473	European (EUR)	0.0272079265901496	N
20002_1462_PanUKBB_PanUKBBR2_1	1661	0.011467341641816	PC2 (4e-04)	PanUKBB	2022	PanUKBBR2	20002_1462	Crohns Disease (UKBB)	IMD	419198	1275	420473	European (EUR)	0.0483539572563241	N
20002_1463_PanUKBB_PanUKBBR2_1	1661	0.00358569357791975	PC11 (8e-04)	PanUKBB	2022	PanUKBBR2	20002_1463	Ulcerative Colitis (UKBB)	IMD	427055	2267	429322	Trans-ethnic (CSA,EUR)	0.0185138872492591	N
20002_1464_PanUKBB_PanUKBBR2_1	1661	0.00563628176662956	PC5 (5e-04)	PanUKBB	2022	PanUKBBR2	20002_1464	Rheumatoid Arthritis (UKBB)	IMD	431030	4916	435946	Trans-ethnic (AFR,CSA,EUR)	0.0264070238325422	N
20002_1465_PanUKBB_PanUKBBR2_1	1661	0.578881829214508	PC11 (8e-02)	PanUKBB	2022	PanUKBBR2	20002_1465	Osteoarthritis (UKBB)	OTH	404702	36526	441228	Trans-ethnic (CSA,EUR)	0.874416236760862	N
20002_1466_PanUKBB_PanUKBBR2_1	1661	9.19793703645855e-10	PC13 (4e-05)	PanUKBB	2022	PanUKBBR2	20002_1466	Gout (UKBB)	IMD	423213	6109	429322	Trans-ethnic (CSA,EUR)	9.30831228089605e-09	Y
20002_1467_PanUKBB_PanUKBBR2_1	1661	0.333499252078364	PC3 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1467	Other Joint Disorder (UKBB)	OTH	417858	2615	420473	European (EUR)	0.797240087814651	N
20002_1468_PanUKBB_PanUKBBR2_1	1661	0.649001157510777	PC5 (8e-02)	PanUKBB	2022	PanUKBBR2	20002_1468	Diabetic Neuropathy/Ulcers (UKBB)	OTH	420343	130	420473	European (EUR)	0.887884900981967	N
20002_1469_PanUKBB_PanUKBBR2_1	1661	0.668665021957443	PC9 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1469	Post-Traumatic Stress Disorder (UKBB)	PSD	420188	285	420473	European (EUR)	0.929297158856572	N
20002_1470_PanUKBB_PanUKBBR2_1	1661	0.909057095584603	PC9 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1470	Anorexia/Bulimia/Other Eating Disorder (UKBB)	PSD	420148	325	420473	European (EUR)	0.944584470513479	N
20002_1471_PanUKBB_PanUKBBR2_1	1661	0.191309122176992	PC12 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1471	Atrial Fibrillation (UKBB)	OTH	417233	3240	420473	European (EUR)	0.683143747656192	N
20002_1472_PanUKBB_PanUKBBR2_1	1661	0.967877142052946	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	20002_1472	Emphysema (UKBB)	OTH	420294	179	420473	European (EUR)	0.979826242572118	N
20002_1473_PanUKBB_PanUKBBR2_1	1661	1.01206661288539e-31	PC13 (7e-10)	PanUKBB	2022	PanUKBBR2	20002_1473	High Cholesterol (UKBB)	OTH	386547	54681	441228	Trans-ethnic (AFR,AMR,CSA,EAS,EUR,MID)	1.16185247159243e-28	Y
20002_1474_PanUKBB_PanUKBBR2_1	1661	0.732317605198284	PC11 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1474	Hiatus Hernia (UKBB)	OTH	425980	9966	435946	Trans-ethnic (AFR,CSA,EUR)	0.916822539207958	N
20002_1476_PanUKBB_PanUKBBR2_1	1661	0.804288882895585	PC2 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1476	Sciatica (UKBB)	OTH	431830	4116	435946	Trans-ethnic (AFR,CSA,EUR)	0.934316318217193	N
20002_1477_PanUKBB_PanUKBBR2_1	1661	0.106204989573555	PC7 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1477	Psoriatic Arthropathy (UKBB)	IMD	419662	811	420473	European (EUR)	0.271412751132418	N
20002_1478_PanUKBB_PanUKBBR2_1	1661	0.100947271911378	PC13 (6e-03)	PanUKBB	2022	PanUKBBR2	20002_1478	Cervical Spondylosis (UKBB)	OTH	417429	3044	420473	European (EUR)	0.539011479787265	N
20002_1479_PanUKBB_PanUKBBR2_1	1661	0.213396108415657	PC12 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1479	Rheumatic Fever (UKBB)	INF	419215	1258	420473	European (EUR)	0.766779237018971	N
20002_1482_PanUKBB_PanUKBBR2_1	1661	0.617158564428703	PC11 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1482	Chronic Fatigue Syndrome (UKBB)	OTH	418591	1882	420473	European (EUR)	0.887392496414474	N
20002_1485_PanUKBB_PanUKBBR2_1	1661	0.520579225749494	PC1 (9e-02)	PanUKBB	2022	PanUKBBR2	20002_1485	Irregular Heart Beat (UKBB)	OTH	419835	638	420473	European (EUR)	0.852349775750358	N
20002_1487_PanUKBB_PanUKBBR2_1	1659	0.796893634132694	PC8 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1487	Svt / Supraventricular Tachycardia (UKBB)	OTH	420272	201	420473	European (EUR)	0.934316318217193	N
20002_1491_PanUKBB_PanUKBBR2_1	1661	0.275208309517648	PC13 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1491	Brain Haemorrhage (UKBB)	OTH	420344	129	420473	European (EUR)	0.759859376017376	N
20002_1494_PanUKBB_PanUKBBR2_1	1661	0.160451484547817	PC12 (5e-03)	PanUKBB	2022	PanUKBBR2	20002_1494	Varicose Veins (UKBB)	OTH	418963	1510	420473	European (EUR)	0.64242320024802	N
20002_1495_PanUKBB_PanUKBBR2_1	1661	0.499717425805145	PC2 (6e-02)	PanUKBB	2022	PanUKBBR2	20002_1495	Lymphoedema (UKBB)	OTH	420275	198	420473	European (EUR)	0.851150748997487	N
20002_1497_PanUKBB_PanUKBBR2_1	1661	0.782687966990482	PC9 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1497	Pneumothorax (UKBB)	OTH	420299	174	420473	European (EUR)	0.932231638093026	N
20002_1499_PanUKBB_PanUKBBR2_1	1661	0.82159615674748	PC12 (9e-02)	PanUKBB	2022	PanUKBBR2	20002_1499	Labyrinthitis (UKBB)	INF	420269	204	420473	European (EUR)	0.960465523263188	N
20002_1500_PanUKBB_PanUKBBR2_1	1661	0.160541367029186	PC11 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1500	Vertigo (UKBB)	OTH	419993	480	420473	European (EUR)	0.64242320024802	N
20002_1501_PanUKBB_PanUKBBR2_1	1661	0.628021209234347	PC6 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1501	Pyloric Stenosis (UKBB)	OTH	420356	117	420473	European (EUR)	0.887392496414474	N
20002_1502_PanUKBB_PanUKBBR2_1	1661	0.394076759955578	PC8 (6e-02)	PanUKBB	2022	PanUKBBR2	20002_1502	Appendicitis (UKBB)	OTH	425711	3611	429322	Trans-ethnic (CSA,EUR)	0.818083400414111	N
20002_1504_PanUKBB_PanUKBBR2_1	1661	0.307474953901192	PC4 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1504	Anal Fissure (UKBB)	OTH	420272	201	420473	European (EUR)	0.78202703309266	N
20002_1505_PanUKBB_PanUKBBR2_1	1661	0.679253771971174	PC2 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1505	Haemorrhoids / Piles (UKBB)	OTH	428168	1154	429322	Trans-ethnic (CSA,EUR)	0.90252700257281	N
20002_1508_PanUKBB_PanUKBBR2_1	1661	0.381947095095509	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1508	Jaundice (Unknown Cause) (UKBB)	OTH	420118	355	420473	European (EUR)	0.815714359290842	N
20002_1509_PanUKBB_PanUKBBR2_1	1661	0.860076884191417	PC11 (2e-01)	PanUKBB	2022	PanUKBBR2	20002_1509	Gastroenteritis/Dysentry (UKBB)	INF	420364	109	420473	European (EUR)	0.966761367458154	N
20002_1510_PanUKBB_PanUKBBR2_1	1661	0.0658107942896209	PC14 (3e-03)	PanUKBB	2022	PanUKBBR2	20002_1510	Dyspepsia / Indigestion (UKBB)	OTH	419937	536	420473	European (EUR)	0.453430371834162	N
20002_1511_PanUKBB_PanUKBBR2_1	1661	0.52886549860877	PC9 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1511	Abdominal Hernia (UKBB)	OTH	420204	269	420473	European (EUR)	0.853174495096454	N
20002_1512_PanUKBB_PanUKBBR2_1	1661	0.938477375219992	PC12 (2e-01)	PanUKBB	2022	PanUKBBR2	20002_1512	Umbilical Hernia (UKBB)	OTH	420121	352	420473	European (EUR)	0.973667167174475	N
20002_1513_PanUKBB_PanUKBBR2_1	1661	0.130834317422906	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1513	Inguinal Hernia (UKBB)	OTH	418763	1710	420473	European (EUR)	0.605636275812484	N
20002_1514_PanUKBB_PanUKBBR2_1	1661	0.105907378540158	PC3 (1e-02)	PanUKBB	2022	PanUKBBR2	20002_1514	Cystitis (UKBB)	INF	420138	335	420473	European (EUR)	0.620214894025517	N
20002_1523_PanUKBB_PanUKBBR2_1	1661	0.346952431561116	PC6 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1523	Trigemminal Neuralgia (UKBB)	OTH	420301	172	420473	European (EUR)	0.809041786441288	N
20002_1525_PanUKBB_PanUKBBR2_1	1661	0.875879457680717	PC8 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1525	Benign / Essential Tremor (UKBB)	OTH	420356	117	420473	European (EUR)	0.952082180005578	N
20002_1526_PanUKBB_PanUKBBR2_1	1661	0.633067002092362	PC6 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1526	Polio / Poliomyelitis (UKBB)	INF	420188	285	420473	European (EUR)	0.875016590786723	N
20002_1528_PanUKBB_PanUKBBR2_1	1661	0.735143705205476	PC5 (2e-01)	PanUKBB	2022	PanUKBBR2	20002_1528	Macular Degeneration (UKBB)	OTH	420228	245	420473	European (EUR)	0.916822539207958	N
20002_1529_PanUKBB_PanUKBBR2_1	1661	0.417281564903439	PC8 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1529	Dry Eyes (UKBB)	OTH	419870	603	420473	European (EUR)	0.835509918725528	N
20002_1530_PanUKBB_PanUKBBR2_1	1661	0.535303311887613	PC3 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1530	Iritis (UKBB)	IMD	420294	179	420473	European (EUR)	0.738317268626583	N
20002_1532_PanUKBB_PanUKBBR2_1	1661	0.624860562286352	PC9 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1532	Disc Problem (UKBB)	OTH	420110	363	420473	European (EUR)	0.887392496414474	N
20002_1533_PanUKBB_PanUKBBR2_1	1661	0.238469529590879	PC4 (6e-02)	PanUKBB	2022	PanUKBBR2	20002_1533	Disc Degeneration (UKBB)	OTH	419724	749	420473	European (EUR)	0.730666611041627	N
20002_1534_PanUKBB_PanUKBBR2_1	1661	0.292046283470097	PC14 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1534	Back Pain (UKBB)	OTH	433471	2475	435946	Trans-ethnic (AFR,CSA,EUR)	0.775473044574641	N
20002_1535_PanUKBB_PanUKBBR2_1	1661	0.702135843875086	PC8 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1535	Scoliosis (UKBB)	OTH	420207	266	420473	European (EUR)	0.912330374709464	N
20002_1536_PanUKBB_PanUKBBR2_1	1661	0.845211478056192	PC8 (6e-02)	PanUKBB	2022	PanUKBBR2	20002_1536	Spinal Stenosis (UKBB)	OTH	420346	127	420473	European (EUR)	0.938284242171592	N
20002_1537_PanUKBB_PanUKBBR2_1	1661	0.347436934421215	PC13 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1537	Joint Pain (UKBB)	OTH	434414	1532	435946	Trans-ethnic (AFR,CSA,EUR)	0.809041786441288	N
20002_1538_PanUKBB_PanUKBBR2_1	1661	0.68763991947603	PC3 (1e-01)	PanUKBB	2022	PanUKBBR2	20002_1538	Arthritis (Nos) (UKBB)	IMD	432490	3456	435946	Trans-ethnic (AFR,CSA,EUR)	0.850256778745026	N
20002_1540_PanUKBB_PanUKBBR2_1	1661	0.27848653637191	PC8 (3e-02)	PanUKBB	2022	PanUKBBR2	20002_1540	Plantar Fascitis (UKBB)	OTH	420319	154	420473	European (EUR)	0.761196532749887	N
20002_1541_PanUKBB_PanUKBBR2_1	1661	0.792587273555163	PC9 (5e-02)	PanUKBB	2022	PanUKBBR2	20002_1541	Carpal Tunnel Syndrome (UKBB)	OTH	419776	697	420473	European (EUR)	0.934316318217193	N
20002_1542_PanUKBB_PanUKBBR2_1	1661	0.535598863197787	PC2 (4e-02)	PanUKBB	2022	PanUKBBR2	20002_1542	Fibromyalgia (UKBB)	OTH	419855	618	420473	European (EUR)	0.855593230008122	N
20002_1544_PanUKBB_PanUKBBR2_1	1661	0.819722311255277	PC2 (9e-02)	PanUKBB	2022	PanUKBBR2	20002_1544	Dupuytren'S Contracture (UKBB)	OTH	420181	292	420473	European (EUR)	0.934316318217193	N
20002_1545_PanUKBB_PanUKBBR2_1	1661	0.0657142299397365	PC6 (3e-03)	PanUKBB	2022	PanUKBBR2	20002_1545	Neck Problem/Injury (UKBB)	OTH	420109	364	420473	European (EUR)	0.453430371834162	N
20002_1548_PanUKBB_PanUKBBR2_1	1661	0.828887407822205	PC6 (2e-01)	PanUKBB	2022	PanUKBBR2	20002_1548	Acne/Acne Vulgaris (UKBB)	IMD	420227	246	420473	European (EUR)	0.947303616043998	N
20002_1549_PanUKBB_PanUKBBR2_1	1661	0.143863517841676	PC11 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1549	Lichen Planus (UKBB)	IMD	420309	164	420473	European (EUR)	0.333921743247193	N
20002_1550_PanUKBB_PanUKBBR2_1	1661	0.584560741291877	PC4 (7e-02)	PanUKBB	2022	PanUKBBR2	20002_1550	Lichen Sclerosis (UKBB)	IMD	420343	130	420473	European (EUR)	0.766289469154637	N
20002_1561_PanUKBB_PanUKBBR2_1	1661	0.200584279868919	PC9 (2e-02)	PanUKBB	2022	PanUKBBR2	20002_1561	Raynaud'S Phenomenon/Disease (UKBB)	OTH	420036	437	420473	European (EUR)	0.691503763632189	N
